modelName,AverageBleu Score,model_loc,bleu_Score
,,TrainedModels/model_batchsize_16_hidsize_128_DP_0.2_worddim_2048.h5,0.6029220244884572
,,TrainedModels/model_batchsize_32_hidsize_128_DP_0.4_worddim_2048.h5,0.6717666721149597
